product_name,brand,product_url,product_type,ingredients,price,ingredients_list,nb_ingredients,volume,volume_unit
Alpha-H Daily Essential Moisturiser Spf50+ (50ml),Alpha-H,https://www.lookfantastic.com/alpha-h-daily-essential-moisturiser-spf50-50ml/10243492.html,Moisturiser,"Aqua (water), homosalate, octocrylene, cyclomethicone, c12-15 alkyl benzoate, butyl methoxydibenzoylmethane (avobenzone), ethylhexyl salicylate (octyl salicylate), isostearyl neopentanoate, ethylhexyl triazone, cyclohexasiloxane, ceteareth-20, cetearyl alcohol (cetostearyl alcohol), caprylyl glycol, glycerin, peg-40 stearate, silica, triethanolamine, ammonium acryloyldimethyltaurate/vp copolymer, xanthan gum, cetyl dimethicone, caprylhydroxamic acid, citric acid, disodium edta, panthenol (vitamin B), tocopherols (mixed tocopherols).",29.0,"['aqua (water)', 'homosalate', 'octocrylene', 'cyclomethicone', 'c12-15 alkyl benzoate', 'butyl methoxydibenzoylmethane (avobenzone)', 'ethylhexyl salicylate (octyl salicylate)', 'isostearyl neopentanoate', 'ethylhexyl triazone', 'cyclohexasiloxane', 'ceteareth-20', 'cetearyl alcohol (cetostearyl alcohol)', 'caprylyl glycol', 'glycerin', 'peg-40 stearate', 'silica', 'triethanolamine', 'ammonium acryloyldimethyltaurate/vp copolymer', 'xanthan gum', 'cetyl dimethicone', 'caprylhydroxamic acid', 'citric acid', 'disodium edta', 'panthenol (vitamin b)', 'tocopherols (mixed tocopherols)']",25,50.0,ml
Ambre Solaire After Sun Cooling Hyaluronic Acid Face Sheet Mask 32g,Ambre Solaire,https://www.lookfantastic.com/ambre-solaire-after-sun-cooling-hyaluronic-acid-face-sheet-mask-32g/11771605.html,Mask,"Aqua / Water, Propylene Glycol, Glycerin, Hamamelis Virginiana Leaf Water / Witch Hazel Leaf Water, PEG-40 Hydrogenated Castor Oil, PVM/MA Copolymer, Potassium Hydroxide, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hyaluronate, p-Anisic Acid, Mannose, Alcohol, Dipotassium Glycyrrhizate, Hydrogenated Starch Hydrolysate, Hydroxyacetophenone, Hydroxyethylcellulose, Xanthan Gum, Potassium Sorbate, Sorbic Acid, Sodium Benzoate, Phenoxyethanol, Limonene, Parfum / Fragrance.",2.5,"['aqua / water', 'propylene glycol', 'glycerin', 'hamamelis virginiana leaf water / witch hazel leaf water', 'peg-40 hydrogenated castor oil', 'pvm/ma copolymer', 'potassium hydroxide', 'glyceryl acrylate/acrylic acid copolymer', 'sodium hyaluronate', 'p-anisic acid', 'mannose', 'alcohol', 'dipotassium glycyrrhizate', 'hydrogenated starch hydrolysate', 'hydroxyacetophenone', 'hydroxyethylcellulose', 'xanthan gum', 'potassium sorbate', 'sorbic acid', 'sodium benzoate', 'phenoxyethanol', 'limonene', 'parfum / fragrance']",23,32.0,g
AMELIORATE Intensive Lip Treatment 15ml,AMELIORATE,https://www.lookfantastic.com/ameliorate-intensive-lip-treatment-15ml/12006887.html,Balm,"Aqua/Water/Eau, Lanolin, Glycerin, Cetearyl Alcohol, Squalane, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, PEG‐100 Stearate, C10‐30 Cholesterol/Lanosterol Esters, PEG‐8 Beeswax, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Aroma (Flavor), Avena Sativa (Oat) Kernel Oil, Cucumis Sativus (Cucumber) Oil, Dimethicone, Phenoxyethanol, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Sesamum Indicum (Sesame) Seed Oil, Sodium Benzoate, Phospholipids, Potassium Sorbate, Pentylene Glycol, Xanthan Gum, Calcium PCA, Hydrolyzed Milk Protein, Stearic Acid, Disodium EDTA, Lactic Acid, Serine, Sodium Lactate, Sorbitol, Urea, Saccharin, Palmitic Acid, Sucrose Stearate, BHT, Phenethyl Alcohol, Sodium Anisate, Sodium Chloride, Sodium Levulinate, Citric Acid, Aloe Barbadensis Leaf (Aloe Vera) Juice Powder, Glyceryl Caprylate, Nigella Sativa (Blackseed) Seed Oil, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Allantoin, P‐Anisic Acid.",15.0,"['aqua/water/eau', 'lanolin', 'glycerin', 'cetearyl alcohol', 'squalane', 'butyrospermum parkii (shea) butter', 'glyceryl stearate', 'peg‐100 stearate', 'c10‐30 cholesterol/lanosterol esters', 'peg‐8 beeswax', 'prunus amygdalus dulcis (sweet almond) oil', 'aroma (flavor)', 'avena sativa (oat) kernel oil', 'cucumis sativus (cucumber) oil', 'dimethicone', 'phenoxyethanol', 'phytosteryl/octyldodecyl lauroyl glutamate', 'sesamum indicum (sesame) seed oil', 'sodium benzoate', 'phospholipids', 'potassium sorbate', 'pentylene glycol', 'xanthan gum', 'calcium pca', 'hydrolyzed milk protein', 'stearic acid', 'disodium edta', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'saccharin', 'palmitic acid', 'sucrose stearate', 'bht', 'phenethyl alcohol', 'sodium anisate', 'sodium chloride', 'sodium levulinate', 'citric acid', 'aloe barbadensis leaf (aloe vera) juice powder', 'glyceryl caprylate', 'nigella sativa (blackseed) seed oil', 'tocopherol', 'helianthus annuus (sunflower) seed oil', 'allantoin', 'p‐anisic acid']",48,15.0,ml
AMELIORATE Nourishing Body Wash 200ml,AMELIORATE,https://www.lookfantastic.com/ameliorate-nourishing-body-wash-200ml/11865356.html,Body Wash,"Aqua/Water/Eau, PEG-7 Glyceryl Cocoate, Disodium Cocoamphodiacetate, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Acrylates Copolymer, Sodium Chloride, Glycerin, Fragrance (Parfum), Phenoxyethanol, Glycol Distearate, Borago Officinalis (Starflower) Seed Oil, Camelina Sativa (Gold of Pleasure) Seed Oil, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Laureth-4, Styrene/Acrylamide Copolymer, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Polyquaternium-10, Disodium EDTA, Sodium Hydroxide, Linalool, Citronellol, Hydrolyzed Milk Protein, Propylene Glycol, Citrus Aurantium Dulcis (Orange) Oil, Limonene, Coumarin, Juniperus Mexicana (Cedarwood) Oil, Lactic Acid, Alpha-Isomethyl Ionone, Citric Acid, Pelargonium Graveolens (Geranium) Oil, Pentylene Glycol, Serine, Sodium Lactate, Sorbitol, Urea, Benzoic Acid, Tocopherol, Allantoin.",10.5,"['aqua/water/eau', 'peg-7 glyceryl cocoate', 'disodium cocoamphodiacetate', 'sodium lauroyl sarcosinate', 'cocamidopropyl betaine', 'acrylates copolymer', 'sodium chloride', 'glycerin', 'fragrance (parfum)', 'phenoxyethanol', 'glycol distearate', 'borago officinalis (starflower) seed oil', 'camelina sativa (gold of pleasure) seed oil', 'peg-40 hydrogenated castor oil', 'trideceth-9', 'laureth-4', 'styrene/acrylamide copolymer', '1,2-hexanediol', 'caprylyl glycol', 'ethylhexylglycerin', 'polyquaternium-10', 'disodium edta', 'sodium hydroxide', 'linalool', 'citronellol', 'hydrolyzed milk protein', 'propylene glycol', 'citrus aurantium dulcis (orange) oil', 'limonene', 'coumarin', 'juniperus mexicana (cedarwood) oil', 'lactic acid', 'alpha-isomethyl ionone', 'citric acid', 'pelargonium graveolens (geranium) oil', 'pentylene glycol', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'benzoic acid', 'tocopherol', 'allantoin']",43,200.0,ml
AMELIORATE Nourishing Body Wash 60ml,AMELIORATE,https://www.lookfantastic.com/ameliorate-nourishing-body-wash-60ml/11865365.html,Body Wash,"Aqua/Water/Eau, PEG-7 Glyceryl Cocoate, Disodium Cocoamphodiacetate, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Acrylates Copolymer, Sodium Chloride, Glycerin, Fragrance (Parfum), Phenoxyethanol, Glycol Distearate, Borago Officinalis (Starflower) Seed Oil, Camelina Sativa (Gold of Pleasure) Seed Oil, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Laureth-4, Styrene/Acrylamide Copolymer, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Polyquaternium-10, Disodium EDTA, Sodium Hydroxide, Linalool, Citronellol, Hydrolyzed Milk Protein, Propylene Glycol, Citrus Aurantium Dulcis (Orange) Oil, Limonene, Coumarin, Juniperus Mexicana (Cedarwood) Oil, Lactic Acid, Alpha-Isomethyl Ionone, Citric Acid, Pelargonium Graveolens (Geranium) Oil, Pentylene Glycol, Serine, Sodium Lactate, Sorbitol, Urea, Benzoic Acid, Tocopherol, Allantoin.",5.0,"['aqua/water/eau', 'peg-7 glyceryl cocoate', 'disodium cocoamphodiacetate', 'sodium lauroyl sarcosinate', 'cocamidopropyl betaine', 'acrylates copolymer', 'sodium chloride', 'glycerin', 'fragrance (parfum)', 'phenoxyethanol', 'glycol distearate', 'borago officinalis (starflower) seed oil', 'camelina sativa (gold of pleasure) seed oil', 'peg-40 hydrogenated castor oil', 'trideceth-9', 'laureth-4', 'styrene/acrylamide copolymer', '1,2-hexanediol', 'caprylyl glycol', 'ethylhexylglycerin', 'polyquaternium-10', 'disodium edta', 'sodium hydroxide', 'linalool', 'citronellol', 'hydrolyzed milk protein', 'propylene glycol', 'citrus aurantium dulcis (orange) oil', 'limonene', 'coumarin', 'juniperus mexicana (cedarwood) oil', 'lactic acid', 'alpha-isomethyl ionone', 'citric acid', 'pelargonium graveolens (geranium) oil', 'pentylene glycol', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'benzoic acid', 'tocopherol', 'allantoin']",43,60.0,ml
AMELIORATE Transforming Body Cream 225ml,AMELIORATE,https://www.lookfantastic.com/ameliorate-transforming-body-cream-225ml/11865357.html,Moisturiser,"Aqua/Water/Eau, Ammonium Lactate, Octyldodecanol, Cetearyl Alcohol, C12-15 Alkyl Benzoate, Squalane, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, Cetyl Alcohol, Camelina Sativa (Gold of Pleasure) Seed Oil, PEG-75 Stearate, Fragrance (Parfum), Sodium Benzoate, Xanthan Gum, Ceteth-20, Steareth-20, Glycerin, PEG-100 Stearate, Disodium EDTA, Potassium Sorbate, Pentylene Glycol, Hydrolyzed Milk Protein, Lactic Acid, Serine, Sodium Lactate, Sorbitol, Urea, Linalool, Citronellol, Citrus Aurantium Dulcis (Orange) Oil, Limonene, Coumarin, Juniperus Mexicana (Cedarwood) Oil, Alpha-Isomethyl Ionone, Sodium Chloride, Pelargonium Graveolens (Geranium) Oil, Geraniol, Allantoin, Sodium Hydroxide, Tocopherol.",27.5,"['aqua/water/eau', 'ammonium lactate', 'octyldodecanol', 'cetearyl alcohol', 'c12-15 alkyl benzoate', 'squalane', 'theobroma cacao (cocoa) seed butter', 'butyrospermum parkii (shea) butter', 'glyceryl stearate', 'cetyl alcohol', 'camelina sativa (gold of pleasure) seed oil', 'peg-75 stearate', 'fragrance (parfum)', 'sodium benzoate', 'xanthan gum', 'ceteth-20', 'steareth-20', 'glycerin', 'peg-100 stearate', 'disodium edta', 'potassium sorbate', 'pentylene glycol', 'hydrolyzed milk protein', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'linalool', 'citronellol', 'citrus aurantium dulcis (orange) oil', 'limonene', 'coumarin', 'juniperus mexicana (cedarwood) oil', 'alpha-isomethyl ionone', 'sodium chloride', 'pelargonium graveolens (geranium) oil', 'geraniol', 'allantoin', 'sodium hydroxide', 'tocopherol']",41,225.0,ml
AMELIORATE Transforming Body Lotion 200ml,AMELIORATE,https://www.lookfantastic.com/ameliorate-transforming-body-lotion-200ml/11865352.html,Moisturiser,"Aqua/Water/Eau, Ammonium Lactate, C12-15 Alkyl Benzoate, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Ethylhexyl Palmitate, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Hydroxyethylcellulose, Phenoxyethanol, Cetearyl Glucoside, Xanthan Gum, Sodium Benzoate, Sodium Stearoyl Glutamate, Tocopheryl Acetate, Fragrance (Parfum), Potassium Sorbate, Pentylene Glycol, Hydrolyzed Milk Protein, Disodium EDTA, Lactic Acid, Serine, Sodium Lactate, Sorbitol, Urea, Linalool, Citronellol, Sodium Chloride, Citrus Aurantium Dulcis (Orange) Oil, Limonene, Coumarin, Juniperus Mexicana (Cedarwood) Oil, Alpha-Isomethyl Ionone, Allantoin, Pelargonium Graveolens (Geranium) Oil, Geraniol.",22.5,"['aqua/water/eau', 'ammonium lactate', 'c12-15 alkyl benzoate', 'glycerin', 'prunus amygdalus dulcis (sweet almond) oil', 'ethylhexyl palmitate', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicone', 'hydroxyethylcellulose', 'phenoxyethanol', 'cetearyl glucoside', 'xanthan gum', 'sodium benzoate', 'sodium stearoyl glutamate', 'tocopheryl acetate', 'fragrance (parfum)', 'potassium sorbate', 'pentylene glycol', 'hydrolyzed milk protein', 'disodium edta', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'linalool', 'citronellol', 'sodium chloride', 'citrus aurantium dulcis (orange) oil', 'limonene', 'coumarin', 'juniperus mexicana (cedarwood) oil', 'alpha-isomethyl ionone', 'allantoin', 'pelargonium graveolens (geranium) oil', 'geraniol']",38,200.0,ml
Antipodes Aura Manuka Honey Mask 75ml,Antipodes,https://www.lookfantastic.com/antipodes-aura-manuka-honey-mask-75ml/10977971.html,Mask,"Aqua (Water), Leptospermum scoparium (Mel) Manuka Honey, Persea gratissima (Avocado Pear) Oil, Glycerine, Cetearyl Glucoside, Cetearyl Alcohol, Stearic Acid, Glyceryl Stearate. Tocopherol (Vitamin E), Helianthus annuus (Sunflower) Seed Oil, Dehydroacetic Acid, Benzyl Alcohol, Metrosideros excels (Pohutukawa) Flower Extract, Daucus carota (Carrot) Seed Oil, Vitis vinifera (Vinanza® Grape) Seed Extract. Fragrance of Vanilla & Mandarin: Coumarin, D-Limonene, Linalool.",26.99,"['aqua (water)', 'leptospermum scoparium (mel) manuka honey', 'persea gratissima (avocado pear) oil', 'glycerine', 'cetearyl glucoside', 'cetearyl alcohol', 'stearic acid', 'glyceryl stearate tocopherol (vitamin e)', 'helianthus annuus (sunflower) seed oil', 'dehydroacetic acid', 'benzyl alcohol', 'metrosideros excels (pohutukawa) flower extract', 'daucus carota (carrot) seed oil', 'vitis vinifera (vinanza® grape) seed extract fragrance of vanilla & mandarin: coumarin', 'd-limonene', 'linalool']",16,75.0,ml
Antipodes Avocado Pear Nourishing Night Cream 60ml,Antipodes,https://www.lookfantastic.com/antipodes-avocado-pear-nourishing-night-cream-60ml/10374561.html,Moisturiser,"Aqua (Water), Squalane (Olive) Extract, Butyrospermum parkii (Shea) Butter, Glycerine, Leptospermum scoparium (Mel) Manuka Honey, Macadamia integrifolia (Macadamia) Nut Oil, Persea gratissima (Avocado Pear) Oil, Cetearyl Alcohol, Calendula officinalis (Calendula/Marigold) Flower Oil, Cocos nucifera (Coconut) Oil, Lecithin, Tocopherol (Vitamin E), Helianthus annuus (Sunflower) Seed Oil, Dehydroacetic Acid, Benzyl Alcohol, Bisabolol, Vitis vinifera (Vinanza Grape) Seed Extract. Fragrance of Sandalwood, Ylang Ylang & Patchouli: Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Limonene, Eugenol, Farnesol, Geraniol, Isoeugenol, Linalool.",34.99,"['aqua (water)', 'squalane (olive) extract', 'butyrospermum parkii (shea) butter', 'glycerine', 'leptospermum scoparium (mel) manuka honey', 'macadamia integrifolia (macadamia) nut oil', 'persea gratissima (avocado pear) oil', 'cetearyl alcohol', 'calendula officinalis (calendula/marigold) flower oil', 'cocos nucifera (coconut) oil', 'lecithin', 'tocopherol (vitamin e)', 'helianthus annuus (sunflower) seed oil', 'dehydroacetic acid', 'benzyl alcohol', 'bisabolol', 'vitis vinifera (vinanza grape) seed extract fragrance of sandalwood', 'ylang ylang & patchouli: benzyl alcohol', 'benzyl benzoate', 'benzyl salicylate', 'citral', 'citronellol', 'limonene', 'eugenol', 'farnesol', 'geraniol', 'isoeugenol', 'linalool']",28,60.0,ml
Antipodes Baptise H20 Ultra-Hydrating Water Gel 60ml,Antipodes,https://www.lookfantastic.com/antipodes-baptise-h20-ultra-hydrating-water-gel-60ml/12432848.html,Moisturiser,"Aqua (Water), Glycerine, Sodium Acrylates Copolymer & Lecithin, Dehydroacetic Acid, Benzyl Alcohol, Glyceryl Caprylate, Polysorbate 20, Hyaluronic Acid ( Plant Based), Glycerine & Water & Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Sodium Citrate, Lysolecithin & Sclerotium Gum & Xanthan Gum & Pullulan, Phormium Tenax (Harakeke) Flax Extract, Hibiscus Sabdariffa (Hibiscus) Flower Extract, Leptospermum Scoparium Mel (Manuka) Honey, Cyathea Medullaris (Mamaku Black Fern) Extract, Zingiber Officinale (Ginger) Root Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Mica, Titanium Dioxide, Vegetone Rich Red T2/Lycopene Red W/S, Rose Anatolia: Citral, Citronellol, Eugenol, Geraniol, Linalool.",25.58,"['aqua (water)', 'glycerine', 'sodium acrylates copolymer & lecithin', 'dehydroacetic acid', 'benzyl alcohol', 'glyceryl caprylate', 'polysorbate 20', 'hyaluronic acid ( plant based)', 'glycerine & water & terminalia ferdinandiana (kakadu plum) fruit extract', 'sodium citrate', 'lysolecithin & sclerotium gum & xanthan gum & pullulan', 'phormium tenax (harakeke) flax extract', 'hibiscus sabdariffa (hibiscus) flower extract', 'leptospermum scoparium mel (manuka) honey', 'cyathea medullaris (mamaku black fern) extract', 'zingiber officinale (ginger) root extract', 'aloe barbadensis (aloe vera) leaf extract', 'mica', 'titanium dioxide', 'vegetone rich red t2/lycopene red w/s', 'rose anatolia: citral', 'citronellol', 'eugenol', 'geraniol', 'linalool']",25,60.0,ml
Antipodes Hallelujah Lime & Patchouli Cleanser 200ml,Antipodes,https://www.lookfantastic.com/antipodes-hallelujah-lime-patchouli-cleanser-200ml/10366146.html,Cleanser,"Aqua (Water), Simmondsia chinensis (Jojoba) Seed Oil, Glycerine, Glyceryl Stearate, Macadamia integrifolia (Macadamia) Nut Oil, Persea gratissima (Avocado Pear) Oil, Cetearyl Glucoside, Cetearyl Alcohol, Cetyl Alcohol, Dehydroacetic Acid, Benzyl Alcohol, Tocopherol (Vitamin E), Helianthus annuus (Sunflower) Seed Oil, Daucus carota (Carrot) Seed Oil, Citrus grandis, (Grapefruit) Seed Extract, Macropiper excelsum (Kawakawa) Leaf Extract. Fragrance of Lime & Patchouli: Citral, D-Limonene, Linalool.",22.99,"['aqua (water)', 'simmondsia chinensis (jojoba) seed oil', 'glycerine', 'glyceryl stearate', 'macadamia integrifolia (macadamia) nut oil', 'persea gratissima (avocado pear) oil', 'cetearyl glucoside', 'cetearyl alcohol', 'cetyl alcohol', 'dehydroacetic acid', 'benzyl alcohol', 'tocopherol (vitamin e)', 'helianthus annuus (sunflower) seed oil', 'daucus carota (carrot) seed oil', 'citrus grandis', '(grapefruit) seed extract', 'macropiper excelsum (kawakawa) leaf extract fragrance of lime & patchouli: citral', 'd-limonene', 'linalool']",19,200.0,ml
Antipodes Halo Skin Brightening Facial Mud Mask 75g,Antipodes,https://www.lookfantastic.com/antipodes-halo-skin-brightening-facial-mud-mask-75g/11633027.html,Mask,"Aqua (Water), Kaolin, Volcanic New Zealand Mud, Glycerine, Propanediol (Natural), Simmondsia Chinensis (Jojoba) Esters, Zinc Oxide, Glucolactone And Sodium Benzoate, Magnesium Aluminium Silcate, Butylene Glycol, Arbutin, Citric Acid, Sodium Sulphite, Acetyl Tyrosine, Saxifraga Sarmentosa (Strawberry Begonia) Extract, Paeonia Suffruticosa (Peony) Root Extract, Aminopropyl Ascorbyl Phosphate, Scutellaria Baicalensis (Skullcap) Root Extract, Glutathione, Dehydroacetic Acid, Benzyl Alcohol, Xanthan Gum, Pongamia Glabra (Indian Beech) Seed Oil, Asteriscus Graveolens (Oxeye) Flower Extract, Persea Gratissima (Avocado) Pear Oil, Coco-Glucoside, Vinaza Grape And Kiwi (Vitis Vinifera [Grape] Seed And Actinidia Deliciosa [Kiwi] Fruit) Extract, Pure Plant Fragrance Of Vanilla, Raspberry, Wild Berry And Musk: Benzyl Salicylate, Citral, Citronella, Geraniol, D-Limonene, Linalool.",26.99,"['aqua (water)', 'kaolin', 'volcanic new zealand mud', 'glycerine', 'propanediol (natural)', 'simmondsia chinensis (jojoba) esters', 'zinc oxide', 'glucolactone and sodium benzoate', 'magnesium aluminium silcate', 'butylene glycol', 'arbutin', 'citric acid', 'sodium sulphite', 'acetyl tyrosine', 'saxifraga sarmentosa (strawberry begonia) extract', 'paeonia suffruticosa (peony) root extract', 'aminopropyl ascorbyl phosphate', 'scutellaria baicalensis (skullcap) root extract', 'glutathione', 'dehydroacetic acid', 'benzyl alcohol', 'xanthan gum', 'pongamia glabra (indian beech) seed oil', 'asteriscus graveolens (oxeye) flower extract', 'persea gratissima (avocado) pear oil', 'coco-glucoside', 'vinaza grape and kiwi (vitis vinifera [grape] seed and actinidia deliciosa [kiwi] fruit) extract', 'pure plant fragrance of vanilla', 'raspberry', 'wild berry and musk: benzyl salicylate', 'citral', 'citronella', 'geraniol', 'd-limonene', 'linalool']",35,75.0,g
Antipodes Kiwi Seed Oil Eye Cream 30ml,Antipodes,https://www.lookfantastic.com/antipodes-kiwi-seed-oil-eye-cream-30ml/10977981.html,Eye Care,"Aqua (Water), Persea Gratissima (Avocado Oil), Glycerin (Vegetable), Cetearyl Alcohol (Coconut Derived), Cetearyl Wheat Straw Glycosides, Steraic Acid (Vegetable), Glyceryl Stearate, Tocopherol Acetate (Vitamin E), Daucus Carota Sativa (Carrot Oil), Kiwifruit Seed Oil (Actinidia Chinensis), Borage Oil (Borago Officinalis), Gluconolactone, Sodium Benzoate, Calcium Gluconate, Vitis Vinifera (Vinanza Grape® Grapeseed Extract).",27.99,"['aqua (water)', 'persea gratissima (avocado oil)', 'glycerin (vegetable)', 'cetearyl alcohol (coconut derived)', 'cetearyl wheat straw glycosides', 'steraic acid (vegetable)', 'glyceryl stearate', 'tocopherol acetate (vitamin e)', 'daucus carota sativa (carrot oil)', 'kiwifruit seed oil (actinidia chinensis)', 'borage oil (borago officinalis)', 'gluconolactone', 'sodium benzoate', 'calcium gluconate', 'vitis vinifera (vinanza grape® grapeseed extract)']",15,30.0,ml
